NRO_CLIENTE,SALDO_AHORRO,MONTO,FECHA
100000,4082.1959125413337,182.7063694638242,2026-Mar-15
100001,749.7595546593742,131.20679302013644,2026-Mar-15
100002,1243.6417203448223,156.14227520948162,2026-Mar-15
100003,2321.515967460371,80.02686911526563,2026-Mar-15
100004,2633.8923517553194,192.40225735563385,2026-Mar-15
100005,3841.6913501093773,165.88764513007985,2026-Mar-15
100006,2291.92889066432,172.2502079727633,2026-Mar-15
100007,3970.33664307414,42.71691081089331,2026-Mar-15
100008,3129.8969045227414,61.48300949553171,2026-Mar-15
100009,654.18872317673,64.26905393987964,2026-Mar-15
100010,866.0240481249091,61.47275241690552,2026-Mar-15
100011,2241.465254703877,172.52755079981472,2026-Mar-15
100012,2044.758026136294,16.0581110896325,2026-Mar-15
100013,3743.3669212227433,24.45899790634712,2026-Mar-15
100014,2945.611985007024,62.04382541968171,2026-Mar-15
100015,2001.8520969110216,47.97586518339429,2026-Mar-15
100016,936.7253889068896,54.05332663774119,2026-Mar-15
100017,1211.5018013949261,161.609205958127,2026-Mar-15
100018,2919.954990498389,116.99405283948892,2026-Mar-15
100019,2174.850144008983,11.096425645663919,2026-Mar-15
100020,2623.144793417293,91.5713254837971,2026-Mar-15
100021,936.319432980945,87.49813610156819,2026-Mar-15
100022,3348.2406364883723,31.64960119446327,2026-Mar-15
100023,4277.439830194238,138.46693983427684,2026-Mar-15
100024,1363.903583255813,143.3984657921033,2026-Mar-15
100025,2508.4197065759504,146.96971161989856,2026-Mar-15
100026,4880.083912202419,148.40947965613248,2026-Mar-15
100027,1732.8845286985654,10.010037117136392,2026-Mar-15
100028,3015.7270901264296,191.2449527308772,2026-Mar-15
100029,541.9589309811975,164.69966574038597,2026-Mar-15
100030,3069.4735121492718,181.7565223519642,2026-Mar-15
100031,539.1956891926277,12.972226108412485,2026-Mar-15
100032,4800.253633086728,187.43317119929048,2026-Mar-15
100033,3606.7469951543258,163.8598204507399,2026-Mar-15
100034,3961.9829618649615,169.07163716215274,2026-Mar-15
100035,3550.1113677810204,27.72460309717402,2026-Mar-15
100036,2989.6722767746824,150.36782549453355,2026-Mar-15
100037,2304.572627318976,192.38417103199728,2026-Mar-15
100038,4306.029560829206,138.92399486945052,2026-Mar-15
100039,4788.494770961009,118.40666687867522,2026-Mar-15
100040,2545.2772472299985,189.6696387723094,2026-Mar-15
100041,4664.521740860784,94.15805312954284,2026-Mar-15
100042,2958.331258943736,123.86577759899096,2026-Mar-15
100043,2738.082515792523,100.50427576392957,2026-Mar-15
100044,2326.965391481248,187.24078205845683,2026-Mar-15
100045,1125.5100314975873,24.456098085446378,2026-Mar-15
100046,118.22633800849003,105.21274315681616,2026-Mar-15
100047,1283.3805115947002,140.52096386323328,2026-Mar-15
100048,2597.6435408574694,160.462242300225,2026-Mar-15
